PROTID	GENEID	PROTLEN	nanoPOTs_210902J_Ctrl_Day7_A4_SPC	nanoPOTs_210902J_Ctrl_Day7_A5_SPC	nanoPOTs_210902J_Ctrl_Day7_B1_SPC	nanoPOTs_210902J_Ctrl_Day7_B12_SPC	nanoPOTs_210902J_Ctrl_Day7_B2_SPC	nanoPOTs_210902J_Ctrl_Day7_B3_SPC	nanoPOTs_210902J_Ctrl_Day7_B5_SPC	nanoPOTs_210902J_Ctrl_Day7_B6_SPC	nanoPOTs_210902J_Ctrl_Day7_B7_SPC	nanoPOTs_210902J_Ctrl_Day7_B8_SPC	nanoPOTs_210902J_Ctrl_Day7_B9_SPC	nanoPOTs_210902J_Drgt_Day7_C1_SPC	nanoPOTs_210902J_Drgt_Day7_C11_SPC	nanoPOTs_210902J_Drgt_Day7_C12_SPC	nanoPOTs_210902J_Drgt_Day7_C4_SPC	nanoPOTs_210902J_Drgt_Day7_C5_SPC	nanoPOTs_210902J_Drgt_Day7_C8_SPC	nanoPOTs_210902J_Drgt_Day7_C9_SPC	nanoPOTs_210902J_Drgt_Day7_D1_SPC	nanoPOTs_210902J_Drgt_Day7_D5_SPC	nanoPOTs_210902J_Drgt_Day7_D6_SPC	nanoPOTs_210902J_Drgt_Day7_D9_SPC	nanoPOTs_210903J_Ctrl_Day7_A10_SPC	nanoPOTs_210903J_Ctrl_Day7_A11_SPC	nanoPOTs_210903J_Ctrl_Day7_A7_SPC	nanoPOTs_210903J_Ctrl_Day7_B10_SPC	nanoPOTs_210903J_Ctrl_Day7_B3_SPC	nanoPOTs_210903J_Ctrl_Day7_B4_SPC	nanoPOTs_210903J_Ctrl_Day7_B6_SPC	nanoPOTs_210903J_Ctrl_Day7_B8_SPC	nanoPOTs_210903J_Ctrl_Day7_B9_SPC	nanoPOTs_210903J_Drgt_Day7_C1_SPC	nanoPOTs_210903J_Drgt_Day7_C11_SPC	nanoPOTs_210903J_Drgt_Day7_C2_SPC	nanoPOTs_210903J_Drgt_Day7_C3_SPC	nanoPOTs_210903J_Drgt_Day7_C4_SPC	nanoPOTs_210903J_Drgt_Day7_C5_SPC	nanoPOTs_210903J_Drgt_Day7_C6_SPC	nanoPOTs_210903J_Drgt_Day7_C9_SPC	nanoPOTs_210903J_Drgt_Day7_D1_SPC	nanoPOTs_210903J_Drgt_Day7_D10_SPC	nanoPOTs_210903J_Drgt_Day7_D11_SPC	nanoPOTs_210903J_Drgt_Day7_D4_SPC	nanoPOTs_210903J_Drgt_Day7_D5_SPC	nanoPOTs_210903J_Drgt_Day7_D6_SPC	nanoPOTs_210903J_Drgt_Day7_D8_SPC	nanoPOTs_210904J_Ctrl_Day7_A10_SPC	nanoPOTs_210904J_Ctrl_Day7_A11_SPC	nanoPOTs_210904J_Ctrl_Day7_A12_SPC	nanoPOTs_210904J_Ctrl_Day7_B1_SPC	nanoPOTs_210904J_Ctrl_Day7_B12_SPC	nanoPOTs_210904J_Ctrl_Day7_B3_SPC	nanoPOTs_210904J_Ctrl_Day7_B4_SPC	nanoPOTs_210904J_Ctrl_Day7_B5_SPC	nanoPOTs_210904J_Ctrl_Day7_B6_SPC	nanoPOTs_210904J_Ctrl_Day7_B7_SPC	nanoPOTs_210904J_Drgt_Day7_D1_SPC	nanoPOTs_210904J_Drgt_Day7_D12_SPC	nanoPOTs_210904J_Drgt_Day7_D2_SPC	nanoPOTs_210904J_Drgt_Day7_D8_SPC	nanoPOTs_210905J_Ctrl_Day0_A1_SPC	nanoPOTs_210905J_Ctrl_Day0_A10_SPC	nanoPOTs_210905J_Ctrl_Day0_A12_SPC	nanoPOTs_210905J_Ctrl_Day0_A3_SPC	nanoPOTs_210905J_Ctrl_Day0_A4_SPC	nanoPOTs_210905J_Ctrl_Day0_A5_SPC	nanoPOTs_210905J_Ctrl_Day0_A9_SPC	nanoPOTs_210905J_Ctrl_Day0_B1_SPC	nanoPOTs_210905J_Ctrl_Day0_B10_SPC	nanoPOTs_210905J_Ctrl_Day0_B11_SPC	nanoPOTs_210905J_Ctrl_Day0_B2_SPC	nanoPOTs_210905J_Ctrl_Day0_B3_SPC	nanoPOTs_210905J_Ctrl_Day0_B8_SPC	nanoPOTs_210905J_Ctrl_Day0_B9_SPC	nanoPOTs_210905J_Drgt_Day0_C11_SPC	nanoPOTs_210905J_Drgt_Day0_C12_SPC	nanoPOTs_210905J_Drgt_Day0_C2_SPC	nanoPOTs_210905J_Drgt_Day0_C3_SPC	nanoPOTs_210905J_Drgt_Day0_C4_SPC	nanoPOTs_210905J_Drgt_Day0_C5_SPC	nanoPOTs_210905J_Drgt_Day0_C6_SPC	nanoPOTs_210905J_Drgt_Day0_C7_SPC	nanoPOTs_210905J_Drgt_Day0_C8_SPC	nanoPOTs_210905J_Drgt_Day0_C9_SPC	nanoPOTs_210905J_Drgt_Day0_D10_SPC	nanoPOTs_210905J_Drgt_Day0_D3_SPC	nanoPOTs_210905J_Drgt_Day0_D5_SPC	nanoPOTs_210905J_Drgt_Day0_D6_SPC	nanoPOTs_210905J_Drgt_Day0_D8_SPC	nanoPOTs_210905J_Drgt_Day0_D9_SPC	nanoPOTs_210906J_Ctrl_Day0_A1_SPC	nanoPOTs_210906J_Ctrl_Day0_A10_SPC	nanoPOTs_210906J_Ctrl_Day0_A11_SPC	nanoPOTs_210906J_Ctrl_Day0_A12_SPC	nanoPOTs_210906J_Ctrl_Day0_A2_SPC	nanoPOTs_210906J_Ctrl_Day0_A4_SPC	nanoPOTs_210906J_Ctrl_Day0_A8_SPC	nanoPOTs_210906J_Ctrl_Day0_B10_SPC	nanoPOTs_210906J_Ctrl_Day0_B11_SPC	nanoPOTs_210906J_Ctrl_Day0_B2_SPC	nanoPOTs_210906J_Ctrl_Day0_B5_SPC	nanoPOTs_210906J_Ctrl_Day0_B6_SPC	nanoPOTs_210906J_Ctrl_Day0_B8_SPC	nanoPOTs_210906J_Ctrl_Day0_B9_SPC	nanoPOTs_210906J_Drgt_Day0_C10_SPC	nanoPOTs_210906J_Drgt_Day0_C11_SPC	nanoPOTs_210906J_Drgt_Day0_C12_SPC	nanoPOTs_210906J_Drgt_Day0_C2_SPC	nanoPOTs_210906J_Drgt_Day0_C3_SPC	nanoPOTs_210906J_Drgt_Day0_C4_SPC	nanoPOTs_210906J_Drgt_Day0_C5_SPC	nanoPOTs_210906J_Drgt_Day0_C8_SPC	nanoPOTs_210906J_Drgt_Day0_C9_SPC	nanoPOTs_210906J_Drgt_Day0_D10_SPC	nanoPOTs_210906J_Drgt_Day0_D11_SPC	nanoPOTs_210906J_Drgt_Day0_D4_SPC	nanoPOTs_210906J_Drgt_Day0_D8_SPC	nanoPOTs_Protoplasts_10cell_A10_SPC	nanoPOTs_Protoplasts_10cell_A11_SPC	nanoPOTs_Protoplasts_10cell_A12_SPC	nanoPOTs_Protoplasts_10cell_B12_SPC	nanoPOTs_Protoplasts_1cell_A3_SPC	nanoPOTs_Protoplasts_1cell_A4_SPC	nanoPOTs_Protoplasts_1cell_C3_SPC	nanoPOTs_Protoplasts_1cell_C4_SPC	nanoPOTs_Protoplasts_1cell_D3_SPC	nanoPOTs_Protoplasts_1cell_D4_SPC	nanoPOTs_Protoplasts_1cell_D5_SPC	nanoPOTs_Protoplasts_1cell_D6_SPC	nanoPOTs_Protoplasts_3cell_A7_SPC	nanoPOTs_Protoplasts_3cell_A8_SPC	nanoPOTs_Protoplasts_3cell_A9_SPC	nanoPOTs_Protoplasts_3cell_D7_SPC
na	na	na	nanoPOTs_210902J_Ctrl_Day7_A4	nanoPOTs_210902J_Ctrl_Day7_A5	nanoPOTs_210902J_Ctrl_Day7_B1	nanoPOTs_210902J_Ctrl_Day7_B12	nanoPOTs_210902J_Ctrl_Day7_B2	nanoPOTs_210902J_Ctrl_Day7_B3	nanoPOTs_210902J_Ctrl_Day7_B5	nanoPOTs_210902J_Ctrl_Day7_B6	nanoPOTs_210902J_Ctrl_Day7_B7	nanoPOTs_210902J_Ctrl_Day7_B8	nanoPOTs_210902J_Ctrl_Day7_B9	nanoPOTs_210902J_Drgt_Day7_C1	nanoPOTs_210902J_Drgt_Day7_C11	nanoPOTs_210902J_Drgt_Day7_C12	nanoPOTs_210902J_Drgt_Day7_C4	nanoPOTs_210902J_Drgt_Day7_C5	nanoPOTs_210902J_Drgt_Day7_C8	nanoPOTs_210902J_Drgt_Day7_C9	nanoPOTs_210902J_Drgt_Day7_D1	nanoPOTs_210902J_Drgt_Day7_D5	nanoPOTs_210902J_Drgt_Day7_D6	nanoPOTs_210902J_Drgt_Day7_D9	nanoPOTs_210903J_Ctrl_Day7_A10	nanoPOTs_210903J_Ctrl_Day7_A11	nanoPOTs_210903J_Ctrl_Day7_A7	nanoPOTs_210903J_Ctrl_Day7_B10	nanoPOTs_210903J_Ctrl_Day7_B3	nanoPOTs_210903J_Ctrl_Day7_B4	nanoPOTs_210903J_Ctrl_Day7_B6	nanoPOTs_210903J_Ctrl_Day7_B8	nanoPOTs_210903J_Ctrl_Day7_B9	nanoPOTs_210903J_Drgt_Day7_C1	nanoPOTs_210903J_Drgt_Day7_C11	nanoPOTs_210903J_Drgt_Day7_C2	nanoPOTs_210903J_Drgt_Day7_C3	nanoPOTs_210903J_Drgt_Day7_C4	nanoPOTs_210903J_Drgt_Day7_C5	nanoPOTs_210903J_Drgt_Day7_C6	nanoPOTs_210903J_Drgt_Day7_C9	nanoPOTs_210903J_Drgt_Day7_D1	nanoPOTs_210903J_Drgt_Day7_D10	nanoPOTs_210903J_Drgt_Day7_D11	nanoPOTs_210903J_Drgt_Day7_D4	nanoPOTs_210903J_Drgt_Day7_D5	nanoPOTs_210903J_Drgt_Day7_D6	nanoPOTs_210903J_Drgt_Day7_D8	nanoPOTs_210904J_Ctrl_Day7_A10	nanoPOTs_210904J_Ctrl_Day7_A11	nanoPOTs_210904J_Ctrl_Day7_A12	nanoPOTs_210904J_Ctrl_Day7_B1	nanoPOTs_210904J_Ctrl_Day7_B12	nanoPOTs_210904J_Ctrl_Day7_B3	nanoPOTs_210904J_Ctrl_Day7_B4	nanoPOTs_210904J_Ctrl_Day7_B5	nanoPOTs_210904J_Ctrl_Day7_B6	nanoPOTs_210904J_Ctrl_Day7_B7	nanoPOTs_210904J_Drgt_Day7_D1	nanoPOTs_210904J_Drgt_Day7_D12	nanoPOTs_210904J_Drgt_Day7_D2	nanoPOTs_210904J_Drgt_Day7_D8	nanoPOTs_210905J_Ctrl_Day0_A1	nanoPOTs_210905J_Ctrl_Day0_A10	nanoPOTs_210905J_Ctrl_Day0_A12	nanoPOTs_210905J_Ctrl_Day0_A3	nanoPOTs_210905J_Ctrl_Day0_A4	nanoPOTs_210905J_Ctrl_Day0_A5	nanoPOTs_210905J_Ctrl_Day0_A9	nanoPOTs_210905J_Ctrl_Day0_B1	nanoPOTs_210905J_Ctrl_Day0_B10	nanoPOTs_210905J_Ctrl_Day0_B11	nanoPOTs_210905J_Ctrl_Day0_B2	nanoPOTs_210905J_Ctrl_Day0_B3	nanoPOTs_210905J_Ctrl_Day0_B8	nanoPOTs_210905J_Ctrl_Day0_B9	nanoPOTs_210905J_Drgt_Day0_C11	nanoPOTs_210905J_Drgt_Day0_C12	nanoPOTs_210905J_Drgt_Day0_C2	nanoPOTs_210905J_Drgt_Day0_C3	nanoPOTs_210905J_Drgt_Day0_C4	nanoPOTs_210905J_Drgt_Day0_C5	nanoPOTs_210905J_Drgt_Day0_C6	nanoPOTs_210905J_Drgt_Day0_C7	nanoPOTs_210905J_Drgt_Day0_C8	nanoPOTs_210905J_Drgt_Day0_C9	nanoPOTs_210905J_Drgt_Day0_D10	nanoPOTs_210905J_Drgt_Day0_D3	nanoPOTs_210905J_Drgt_Day0_D5	nanoPOTs_210905J_Drgt_Day0_D6	nanoPOTs_210905J_Drgt_Day0_D8	nanoPOTs_210905J_Drgt_Day0_D9	nanoPOTs_210906J_Ctrl_Day0_A1	nanoPOTs_210906J_Ctrl_Day0_A10	nanoPOTs_210906J_Ctrl_Day0_A11	nanoPOTs_210906J_Ctrl_Day0_A12	nanoPOTs_210906J_Ctrl_Day0_A2	nanoPOTs_210906J_Ctrl_Day0_A4	nanoPOTs_210906J_Ctrl_Day0_A8	nanoPOTs_210906J_Ctrl_Day0_B10	nanoPOTs_210906J_Ctrl_Day0_B11	nanoPOTs_210906J_Ctrl_Day0_B2	nanoPOTs_210906J_Ctrl_Day0_B5	nanoPOTs_210906J_Ctrl_Day0_B6	nanoPOTs_210906J_Ctrl_Day0_B8	nanoPOTs_210906J_Ctrl_Day0_B9	nanoPOTs_210906J_Drgt_Day0_C10	nanoPOTs_210906J_Drgt_Day0_C11	nanoPOTs_210906J_Drgt_Day0_C12	nanoPOTs_210906J_Drgt_Day0_C2	nanoPOTs_210906J_Drgt_Day0_C3	nanoPOTs_210906J_Drgt_Day0_C4	nanoPOTs_210906J_Drgt_Day0_C5	nanoPOTs_210906J_Drgt_Day0_C8	nanoPOTs_210906J_Drgt_Day0_C9	nanoPOTs_210906J_Drgt_Day0_D10	nanoPOTs_210906J_Drgt_Day0_D11	nanoPOTs_210906J_Drgt_Day0_D4	nanoPOTs_210906J_Drgt_Day0_D8	nanoPOTs_Protoplasts_10cell_A10	nanoPOTs_Protoplasts_10cell_A11	nanoPOTs_Protoplasts_10cell_A12	nanoPOTs_Protoplasts_10cell_B12	nanoPOTs_Protoplasts_1cell_A3	nanoPOTs_Protoplasts_1cell_A4	nanoPOTs_Protoplasts_1cell_C3	nanoPOTs_Protoplasts_1cell_C4	nanoPOTs_Protoplasts_1cell_D3	nanoPOTs_Protoplasts_1cell_D4	nanoPOTs_Protoplasts_1cell_D5	nanoPOTs_Protoplasts_1cell_D6	nanoPOTs_Protoplasts_3cell_A7	nanoPOTs_Protoplasts_3cell_A8	nanoPOTs_Protoplasts_3cell_A9	nanoPOTs_Protoplasts_3cell_D7
A0MFS5	At4g01037	528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1A6M1	PTAC5	387	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1
A1L4Y1	GET3B	411	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	2	4	2	0	0	1	1	2	2	2	0	0	2	1	1
A2RVJ8	HIT4	434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A2RVM0-2	TIC32	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A2RVS6-2	SR34A	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A4GSN8-2	NUA	2115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A8MS41-2	CCR4-4	388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B6EUA9-2	PRP40A	926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
